date	time	code	pop_total	pop_man_0_9	pop_man_10_14	pop_man_15_19	pop_man_20_24	pop_man_25_29	pop_man_30_34	pop_man_35_39	pop_man_40_44	pop_man_45_49	pop_man_50_54	pop_man_55_59	pop_man_60_64	pop_man_65_69	pop_man_70_over	pop_woman_0_9	pop_woman_10_14	pop_woman_15_19	pop_woman_20_24	pop_woman_25_29	pop_woman_30_34	pop_woman_35_39	pop_woman_40_44	pop_woman_45_49	pop_woman_50_54	pop_woman_55_59	pop_woman_60_64	pop_woman_65_69	pop_woman_70_over
20181001	09	11230545	39708.0216	822.2538	392.906	643.525	2469.2197	1864.8621	1158.9436	1230.0656	1293.9902	1518.4152	1354.2701	1628.4724	1365.3364	1054.9734	2585.2454	769.6374	409.0965	927.7717	2709.4225	1374.3848	988.8022	1041.8218	1069.9048	1252.0753	1305.6023	1654.2648	1528.3188	1193.6689	4100.7716
20181001	09	11230560	37130.2124	1713.9588	839.5628	1031.5539	1737.0667	1348.6507	1044.5788	1198.635	1135.578	1213.189	1060.2028	1153.8814	1163.8383	791.4016	1886.6985	1508.0913	745.2697	1468.2727	1839.2262	1155.0846	1116.8265	1227.0085	1132.3009	1296.3467	1415.1443	1524.3313	1328.2248	915.2408	3140.0466
20181001	09	11230570	17424.6512	716.4983	413.4344	635.8016	1462.5793	806.5653	387.8653	423.4048	455.5596	510.9484	422.5389	463.5062	386.3254	327.4442	843.091	798.1973	436.6722	1051.5902	959.1109	498.5936	493.4448	580.3676	528.7348	576.2054	514.6441	607.0546	574.1335	328.7247	1221.6152
20181001	09	11230600	21107.0832	959.8629	391.5809	260.1922	550.5916	683.302	718.8314	820.5809	764.0361	803.037	767.652	847.7492	670.7735	445.3295	1071.3749	879.1532	338.8149	243.2271	679.3891	684.6385	893.4573	957.5383	786.7243	912.7045	806.3284	891.3545	795.1856	656.7806	1826.8929
20181001	09	11230610	20668.9495	482.1381	242.6921	252.29	607.061	637.7642	654.3127	813.5048	853.008	877.7067	756.5829	924.6261	801.8918	512.3389	1137.5185	529.8496	286.8086	311.3383	563.5043	629.2675	727.7886	890.9925	735.9326	793.8184	888.2665	1024.0761	864.8316	795.1014	2073.9382
20181001	09	11230650	38447.5262	1010.6663	436.6599	399.3857	942.8996	1305.2231	1549.4367	1917.7749	1866.6721	1704.0851	1512.2247	1768.5688	1448.4585	934.8064	1806.0929	1098.6397	509.3489	394.2797	1184.8463	1393.518	1566.9574	1923.3277	1564.7475	1687.0293	1603.9658	1685.2117	1559.8017	1005.0875	2667.8122
20181001	09	11230660	25849.4066	1282.8883	604.8849	898.854	835.8486	708.7668	728.4861	990.1804	1027.3851	937.3452	871.5146	996.4902	839.0906	562.3635	1172.8804	993.8196	442.0138	450.7459	596.8555	711.3934	951.745	1149.1792	1105.0144	1093.4715	991.721	1213.9546	1014.7662	808.0378	1869.7106
20181001	09	11230705	21270.4799	527.5545	297.1502	461.5973	732.17	730.397	666.5411	659.7585	700.2891	804.8238	701.9978	834.8209	808.8394	499.8384	1404.0108	443.7694	230.0741	686.3925	955.4479	734.0516	642.5777	707.9547	566.2625	731.0535	750.5114	1011.5827	942.7802	720.01	2318.222
20181001	09	11230710	29356.8223	1068.7822	522.44	919.3658	2634.5216	1633.0753	932.2585	690.7137	745.1785	721.7039	559.1553	656.4352	505.9742	422.4841	1078.6591	1099.7451	504.8013	1592.1641	3696.408	1614.5879	998.4457	802.763	773.9511	727.2358	656.4161	769.502	662.1814	593.9434	1773.9305
20181001	09	11230720	17954.1167	294.9945	163.6739	427.4722	1070.2343	847.2412	549.8381	629.4782	603.4534	649.5596	583.4056	621.3029	476.6167	399.1105	971.0449	210.6125	109.0142	674.7491	1705.7981	845.0759	734.0842	545.6535	520.4904	611.8749	580.967	633.4139	604.6166	464.5741	1425.7655
