H_DNG_CD,DO_NM,CT_NM,DONG_NEW,법정동코드,DONG_OLD,생성일자,말소일자
1171064200,서울특별시,송파구,문정2동,1171010900,장지동,19890901,
1171064600,서울특별시,송파구,장지동,1171010800,문정동,19960801,
1171064600,서울특별시,송파구,장지동,1171010900,장지동,19960801,
1171064700,서울특별시,송파구,위례동,1171010900,장지동,20150706,
1171064700,서울특별시,송파구,위례동,1171011300,거여동,20150706,
1171065000,서울특별시,송파구,잠실본동,1171010100,잠실동,19880423,
1171067000,서울특별시,송파구,잠실2동,1171010100,잠실동,19880423,
1171068000,서울특별시,송파구,잠실3동,1171010100,잠실동,19880423,
1171069000,서울특별시,송파구,잠실4동,1171010200,신천동,19880423,
1171071000,서울특별시,송파구,잠실6동,1171010200,신천동,19880423,
1171072000,서울특별시,송파구,잠실7동,1171010100,잠실동,19890901,
1174000000,서울특별시,강동구,,1174000000,강동구,19880423,
1174051500,서울특별시,강동구,강일동,1174010300,상일동,20000101,
1174051500,서울특별시,강동구,강일동,1174011000,강일동,20070101,
1174052000,서울특별시,강동구,상일동,1174010300,상일동,19880423,
1174053000,서울특별시,강동구,명일제1동,1174010100,명일동,19880501,
1174054000,서울특별시,강동구,명일제2동,1174010100,명일동,19880423,
1174055000,서울특별시,강동구,고덕제1동,1174010200,고덕동,19880423,
1174056000,서울특별시,강동구,고덕제2동,1174010200,고덕동,19880423,
1174057000,서울특별시,강동구,암사제1동,1174010700,암사동,19880423,
1174058000,서울특별시,강동구,암사제2동,1174010700,암사동,19880423,
1174059000,서울특별시,강동구,암사제3동,1174010700,암사동,19880423,
1174060000,서울특별시,강동구,천호제1동,1174010900,천호동,19880423,
1174061000,서울특별시,강동구,천호제2동,1174010900,천호동,19880423,
1174062000,서울특별시,강동구,천호제3동,1174010900,천호동,19880423,
1174064000,서울특별시,강동구,성내제1동,1174010800,성내동,19880423,
1174065000,서울특별시,강동구,성내제2동,1174010800,성내동,19880423,
1174066000,서울특별시,강동구,성내제3동,1174010800,성내동,19880423,
1174068500,서울특별시,강동구,길동,1174010500,길동,20080707,
1174069000,서울특별시,강동구,둔촌제1동,1174010600,둔촌동,19880423,
1174070000,서울특별시,강동구,둔촌제2동,1174010600,둔촌동,19880423,
