time,code,pop_total,pop_man_0_9,pop_man_10_14,pop_man_15_19,pop_man_20_24,pop_man_25_29,pop_man_30_34,pop_man_35_39,pop_man_40_44,pop_man_45_49,pop_man_50_54,pop_man_55_59,pop_man_60_64,pop_man_65_69,pop_man_70_over,pop_woman_0_9,pop_woman_10_14,pop_woman_15_19,pop_woman_20_24,pop_woman_25_29,pop_woman_30_34,pop_woman_35_39,pop_woman_40_44,pop_woman_45_49,pop_woman_50_54,pop_woman_55_59,pop_woman_60_64,pop_woman_65_69,pop_woman_70_over
23,11170650,13890.231575,129.623325,69.411225,173.94965,952.37875,1351.2037,1150.9244,812.43145,609.7305,446.164625,392.982275,337.83865,249.031925,187.254975,431.9436,106.357325,47.26995,204.737125,965.34265,1336.677,817.752125,572.460025,360.893,389.3884,230.269475,344.2195,318.139,181.210175,720.647025
23,11170660,13123.67565,243.070375,110.229575,191.082325,405.8345,668.2099,813.35765,765.848575,670.0502,472.02245,350.656875,319.778,300.136725,237.784975,511.9292,254.447575,125.3529,170.282875,420.85975,822.997575,945.77,769.564,589.93785,504.361525,346.5888,436.525175,379.91545,398.7359,898.344725
23,11170685,29003.7138,619.88245,266.0862,351.1027,839.61425,1393.426525,1801.594425,1838.066,1380.6598,1248.096575,973.6017,838.2898,678.254875,442.340925,1181.48965,559.4754,250.266325,331.51405,949.4225,1580.991725,1724.07165,1693.970375,1101.861675,1165.569075,924.125625,925.586975,901.26705,822.53305,2220.5523
23,11170690,14695.864225,351.7178,253.6292,413.744175,346.196425,413.4387,401.506975,553.71935,603.675925,859.872775,636.641,565.9886,472.001775,281.508125,803.756825,445.98545,284.9346,397.11515,415.370775,483.208075,395.289525,541.832725,699.3053,846.80575,500.71845,456.591725,432.66805,335.1989,1503.441375
23,11170700,13021.12225,177.1601,120.325575,284.26275,480.430525,703.4557,685.6786,737.99485,481.332525,569.950125,480.3366,439.5931,353.145825,245.32185,470.161775,286.6984,182.959,241.2495,441.171725,668.441875,606.008625,659.35335,511.132125,524.79445,377.5681,480.146325,504.37335,385.03345,923.04215
23,11200520,16308.299125,598.216075,291.260125,378.27805,390.47745,489.238975,622.08405,727.034725,600.17895,557.41805,475.991275,557.2574,475.639025,300.40405,711.84555,779.960775,383.116825,393.537525,528.92275,712.867875,857.0614,822.448025,632.097275,637.7133,564.22705,690.89415,544.7058,438.389075,1147.0332
23,11200535,22925.45,905.981,262.202025,343.881675,718.51945,965.6742,957.252175,936.97185,927.949525,977.945525,736.9454,834.860325,619.503025,435.095075,890.5128,979.47405,284.183,477.27885,1008.14905,1179.253775,1125.03505,1004.63175,777.768675,852.46785,792.85915,927.601325,788.420475,519.920775,1695.11275
23,11200540,25820.3859,848.965425,462.082475,651.082175,1082.5315,1242.143125,996.47475,992.721375,809.140075,1036.390375,708.17535,889.65145,759.58605,574.6264,976.3508,830.4533,461.740025,663.518575,1396.64175,1289.709675,1044.74565,1016.604325,792.168625,953.9581,902.68365,988.6171,870.702625,666.0131,1912.907375
23,11200550,22555.432975,280.5069,127.87805,1158.95725,3867.6956,2435.336725,878.265625,608.247525,449.294225,494.4373,397.620875,448.25555,360.412075,238.00405,432.8537,300.9534,143.9342,1036.45965,3133.1744,1348.3782,702.0066,419.909575,387.825225,473.225375,424.16585,417.183825,371.56645,299.893475,918.99065
23,11200560,27921.1711,673.130625,386.892275,664.0033,1522.1444,1349.448925,1211.69745,1228.991275,1158.212875,1022.18815,814.603475,978.279275,708.688875,477.34825,1033.2851,763.330425,439.00345,695.71975,1600.761125,1422.587025,1272.035175,1271.47995,1009.9032,1078.411275,944.601725,970.316,967.5698,651.944175,1604.593475
23,11200570,20682.38525,986.082,498.7189,437.640375,422.2454,495.232125,632.197575,889.4585,854.13035,886.01335,673.626025,676.955725,513.279225,379.452375,1061.83405,832.8155,463.599725,470.05545,638.5885,691.04485,845.71685,1025.116275,922.0488,886.47465,690.0387,752.8464,726.0918,619.079325,1712.00345
23,11200580,17733.035775,780.863425,478.957475,359.49345,360.464225,359.826,520.797275,749.866,762.143675,809.537225,612.3896,613.758625,441.99325,397.9755,787.1105,639.963125,396.370075,400.151625,465.206675,519.015525,745.091325,908.714,865.561,823.80365,608.402475,737.8866,549.6603,507.1059,1530.92725
23,11200590,16762.608675,713.728825,393.931425,336.102625,339.8475,357.940125,587.386925,839.710225,711.244675,783.740525,481.4918,488.453375,491.575425,328.53655,671.4465,647.259925,296.606275,378.0353,424.513975,545.82415,781.5571,1083.660725,760.40945,716.262725,575.1055,680.5144,655.683725,450.847175,1241.19195
23,11200615,29750.948425,1728.477925,559.772875,672.99645,785.68135,794.621325,1141.97795,1374.98515,1169.385,1198.54155,936.6553,929.953075,781.842475,589.49175,1239.5226,1255.621325,478.1516,568.50775,753.976025,926.445975,1404.347225,1650.927275,1206.130225,1202.463275,948.5562,1150.636375,1159.0584,803.975975,2338.246925
23,11200620,9596.575775,448.1178,146.70155,165.71245,206.170375,292.223475,345.8257,502.558425,422.500775,389.6794,329.729475,291.568725,278.743625,188.2321,474.11605,316.670525,103.310925,149.4554,214.139775,303.924875,487.323325,546.44,375.97955,385.24815,329.305825,357.416425,424.928175,362.399475,758.154425
23,11200645,30578.112,1407.968525,390.2058,420.526425,589.4027,811.18495,1143.07,1526.880225,1387.838275,1200.147725,876.493625,880.1485,797.477475,622.065575,1452.177625,1679.10025,533.722025,568.1373,772.662725,1054.468375,1613.16235,1815.7824,1458.0922,1181.461175,977.4622,1074.326175,1105.77755,932.016175,2306.35325
23,11200650,15944.418525,585.773775,281.937675,392.146975,434.5812,649.949625,709.486325,743.50295,638.26315,790.572275,678.809875,712.201475,541.656975,342.266675,599.85965,442.859275,227.246,383.962,522.109475,652.4922,814.275275,614.738625,608.198075,700.0563,596.733425,683.539525,550.15425,311.0375,736.008125
23,11200660,17467.900625,565.502775,255.069825,347.46595,531.57435,922.694525,903.7204,871.107975,802.996525,747.45175,656.924075,651.585075,544.10985,319.749375,708.899875,482.8019,217.350125,315.97445,655.8561,872.57535,910.474525,771.812775,643.2842,609.81845,526.303975,678.050625,622.4095,378.631275,953.7051
23,11200670,19516.92905,615.935025,274.7331,377.864625,539.591875,829.846175,863.0246,950.8597,772.999775,792.138575,879.5147,1067.1361,731.44675,414.689825,688.11715,547.322525,281.601175,387.450225,579.067325,736.871275,809.82715,710.621925,654.541975,738.5126,876.264725,906.91865,826.484425,541.775175,1121.77245
23,11200690,18379.57395,492.55155,163.736375,293.967475,559.44805,1016.35865,998.51065,1074.23905,843.312,873.6751,702.287525,832.1082,617.8853,447.800075,727.991375,467.945025,165.807425,276.40345,691.4953,1042.1887,936.248025,721.927675,566.25625,529.725725,603.995975,720.34425,555.973275,456.397425,1000.993275
23,11200720,11239.8414,250.232925,126.5381,180.97675,463.575525,619.0502,569.880525,559.15565,503.601725,437.8962,405.01345,445.34255,321.6118,231.030575,364.57355,353.403125,146.166625,175.581125,535.3555,569.22515,518.8422,497.31605,345.22385,416.508,408.2055,450.181825,417.175575,224.69295,703.484425
23,11200790,20408.51525,421.18075,260.898,377.741925,876.4753,1042.925625,902.288225,938.008775,829.040225,961.2026,823.30675,839.6519,680.093925,483.38365,979.8229,259.16295,170.920175,459.7499,943.518325,933.546775,857.859025,733.891475,608.928025,823.00155,696.6382,785.519375,634.535575,538.766725,1546.4564
23,11215710,42740.724775,358.81725,165.6077,1190.522475,5319.24125,4287.00495,2298.2872,1482.82285,1054.41845,1104.733025,856.488975,853.10105,592.83675,447.91925,918.1617,321.98265,149.5277,1490.487825,6448.544325,4158.991125,1960.82505,1178.18195,781.791375,866.24245,791.942575,847.94395,886.633075,549.7858,1377.8822
23,11215730,21587.285075,563.354825,235.7814,591.76165,1754.747075,1405.780825,1091.302125,942.47665,684.942375,711.805625,599.48105,615.327725,496.8795,321.66935,721.7472,383.116025,187.7064,632.779,1721.562,1360.2221,1119.941275,843.466875,625.270875,657.80275,642.33235,687.243675,612.5293,357.03095,1019.224275
23,11215740,16971.938475,681.08485,239.59075,343.73205,483.480075,782.409975,851.767875,811.336075,618.998625,634.69335,583.16145,645.64195,489.064075,375.848025,675.1002,459.3084,180.813825,286.19985,623.98445,954.833375,993.6452,738.51805,572.13245,661.897225,656.486025,700.100025,550.4938,416.0975,961.518975
23,11215750,21671.107025,659.9107,307.735375,574.821,614.747875,986.04685,1016.6184,992.1069,815.048575,837.8778,781.3489,759.908525,514.77235,462.293425,804.595,526.3732,260.229075,443.24675,807.831775,1210.462875,1121.212325,1117.37875,823.08745,833.934475,869.440525,876.524675,830.28115,605.5475,1217.724275
23,11215760,18063.83235,583.179275,288.37425,429.681925,492.65695,682.9326,757.2397,713.694875,555.703725,656.58165,729.78745,764.33165,549.979375,407.195175,837.362075,520.426475,252.544675,342.005025,533.73055,715.12995,817.436175,792.16655,616.6269,721.133475,778.373725,939.34145,743.28435,558.555125,1284.3777
23,11215770,33840.41545,1079.938875,527.2933,936.146425,842.234625,1213.576175,1288.6914,1274.1551,1208.584675,1263.041925,1233.927825,1343.3583,1026.86795,761.7661,1726.247225,984.10235,456.3508,869.56565,1106.230675,1233.733025,1423.5635,1362.198075,1248.0291,1377.154775,1504.705875,1533.979025,1386.78005,1127.0527,2501.140375
23,11215780,13650.574675,284.4815,94.827275,277.7912,608.28625,811.215875,823.15735,708.339275,472.412475,433.110875,375.36515,365.922725,321.074775,228.6207,486.2988,340.86795,121.874275,323.8465,784.465625,934.7598,935.292575,614.205875,442.1326,435.185875,438.113,449.3675,483.23915,286.71485,769.605175
